EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialText2.stopped,EATrialResp.stopped,EATrialResp.keys,EATrialResp.corr,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,FixCross.stopped,IATrialRespText.stopped,IATrialResp.stopped,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,EATrialResp.rt,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,Block1EndText.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,Block1EndText.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,4,1_296.jpg,,vehicle,,,,,,,,,,,,,3877.127817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877.67866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.296.jpeg,,,,,,,,,,,,,,3877.67866,3879.113471,3879.113471,3879.113471,3879.113471,3879.113471,,,,,,3,0,0.318548292,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.071.jpeg,2,triangles,7,,,,,,,,,,,,3924.480156,3925.046663,3925.046663,3926.449,3926.449,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909.480317,3909.480317,,,0.999299757,,,,,,,,,,,,,,,,,3879.48048,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.181.jpeg,1,stars,6,,,,,,,,,,,,3927.466908,3928.017798,3928.017798,3929.451043,3929.451043,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3928.017798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285455233,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.005.jpeg,1,circles,7,,,,,,,,,,,,3930.753766,3931.304266,3931.304266,3932.739281,3932.739281,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3931.304266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756536084,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.100.jpeg,2,triangles,8,,,,,,,,,,,,3933.522643,3934.074694,3934.074694,3935.509207,3935.509207,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.074694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578456463,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.160.jpeg,2,squares,8,,,,,,,,,,,,3936.108322,3936.642932,3936.642932,3938.095309,3938.095309,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936.642932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592692087,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.266.jpeg,1,diamonds,7,,,,,,,,,,,,3938.712202,3939.280542,3939.280542,3940.698182,3940.698182,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939.280542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340625006,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.259.jpeg,2,diamonds,8,,,,,,,,,,,,3941.064851,3941.615767,3941.615767,3943.049984,3943.049984,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861989785,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.264.jpeg,1,diamonds,7,,,,,,,,,,,,3943.934959,3944.486379,3944.486379,3945.920623,3945.920623,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944.486379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367183651,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.020.jpeg,2,circles,8,,,,,,,,,,,,3946.304324,3946.853736,3946.853736,3948.289862,3948.289862,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946.853736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373448648,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.118.jpeg,0,triangles,8,,,,,,,,,,,,3948.689445,3949.241365,3949.241365,3950.675815,3950.675815,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724110194,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.071.jpeg,,building,,,,,,,,,,,,,3966.426506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3966.993036,,,,,,,,,,,,,,,,,,,,,,,,,,,3966.993036,3968.411722,3968.411722,3969.913855,3969.913855,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3951.425437,3951.425437,,,,,,3966.426506,3966.426506,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.181.jpeg,,building,,,,,,,,,,,,,3969.930274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.481455,3971.915863,3971.915863,3973.41769,3973.41769,4,1,0.427920945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.005.jpeg,,fruit,,,,,,,,,,,,,3973.434064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973.984915,3975.419981,3975.419981,3976.921519,3976.921519,2,1,0.596031664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.100.jpeg,,building,,,,,,,,,,,,,3976.938075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3977.505851,3978.922899,3978.922899,3980.425415,3980.425415,2,1,0.836275873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.160.jpeg,,vehicle,,,,,,,,,,,,,3980.441829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.993082,3982.410927,3982.410927,3983.911764,3983.911764,4,1,0.540733823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.266.jpeg,,building,,,,,,,,,,,,,3983.928969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984.480467,3985.914352,3985.914352,3987.414924,3987.414924,3,1,0.685996238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.259.jpeg,,building,,,,,,,,,,,,,3987.432496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3987.982408,3989.417051,3989.417051,3990.920037,3990.920037,3,1,0.590647067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.264.jpeg,,building,,,,,,,,,,,,,3990.936643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991.488055,3992.92219,3992.92219,3994.424013,3994.424013,3,1,0.612813063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.020.jpeg,,fruit,,,,,,,,,,,,,3994.440669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994.990261,3996.426489,3996.426489,,,2,1,0.500610342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.118.jpeg,,fruit,,,,,,,,,,,,,3997.927846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3998.478954,3999.913332,3999.913332,4001.414702,4001.414702,4,1,0.454556015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,InternTask.071.jpeg,0,addadd,,,,,,,,,,,,,4016.431618,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4016.999432,4018.417335,4018.417335,None,0,,,4019.917266,4019.917266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.43161,4001.43161,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.181.jpeg,14,subadd,,,,,,,,,,,,,4019.933944,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4020.469856,4021.920309,4021.920309,4,1,0.35232826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.005.jpeg,4,addadd,,,,,,,,,,,,,4022.304828,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4022.855819,4024.289443,4024.289443,2,1,0.053325891,4022.855819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.100.jpeg,10,addsub,,,,,,,,,,,,,4024.373706,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4024.923633,4026.359349,4026.359349,2,1,0.024451417,4024.923633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,2,InternTask.160.jpeg,1,subadd,,,,,,,,,,,,,4026.4088,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4026.959596,4028.393781,4028.393781,3,0,0.325532975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.266.jpeg,2,subsub,,,,,,,,,,,,,4028.744104,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4029.294676,4030.729432,4030.729432,None,0,,,4032.232551,4032.232551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,4,InternTask.259.jpeg,6,subsub,,,,,,,,,,,,,4032.249036,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4032.79943,4034.234052,4034.234052,4,1,0.150702386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1,1,2025-02-19_13h38.08.922,RetGoals_V1,2022.2.4,59.8888836
